,Date,Title,Author,Abstract
125,2004-10-05,Mon père,Darkside," Bon alors comment je fais pour résumer ça moi ? Alors comme d'hab ça commence mal pour cette lettre, avec de magnifiques souvenirs et l'exaltation d'une complicité perdue entre un père et un fils... Bla bla bla, bref un tas de trucs chiants, avant que ça parte tranquillement en vrille. Bien conçu et bien écrit, particulièrement intelligent et sobre, ce texte n'aurait définitivement rien à foutre sur la Zone s'il n'était également particulièrement glauque. Un super bon texte, à lire."
126,2002-03-09,Trisophrenia 1,nihil," Premier article de cette nouvelle rubrique qui raconte comment Lapinchien, Scorbut et nihil ont tenté de détruire le monde et d'anéantir la civilisation humaine. Raconté par les branques en question et illustré par Etylhic."
127,2002-10-09,Trisophrenia 2,nihil," La deuxième partie de la saga apocalyptique menée de main de maître par nos trois valeureux bras cassés Scorbut, nihil et Lapinchien. Avec toujours Etylhic aux illustrations."
128,2003-10-01,Trisophrenia 4,nihil," Revoilà nos trois aventuriers débiles mentaux nihil, Lapinchien et Scorbut aux prises avec le monde, mais surtout avec eux-mêmes. Toujours aussi long, de plus en plus incompréhensible (ce qui est un des charmes de la série), bref n'importe quoi. Illustré par nihil."
129,2003-09-03,Normalizer 2,Lapinchien," Notre héros revient pour combattre un supervilain costumé brésilien et commencer à monter, comme tout super-héros qui se respecte, son groupe de superjusticiers pour combattre le mal, et ce grace à de surprenantes retrouvailles..."
130,2003-06-16,Paranoïa Square 1,Arkanya," Le premier véritable épisode de Parnaoïa Square, déjanté, débile et psychopathologique. L'ensemble très marrant, rien à dire. Suite au prochain épisode."
131,2003-07-22,Bible du néant 8,nihil," Retour des obsessions habituelles pour la chirurgie aléatoire, l'aliénation des masses, l'humanité-troupeau et la maladie."
132,2003-09-13,Vous,Aka," Gros coup d'énervement pour Aka avec à nouveau un article excellent, plein de haine inextinguible et d'une fureur peu commune. On en prend plein la poire, nous, nos apparences, nos convenances, pour pas un rond, et on en redemande en plus..."
133,2004-01-22,Les révélations apocryphes,nihil," Cette longue nouvelle bizarroïde donne dans le biblique, c'est un enchaînement de visions apocalyptiques incompréhensible pour toute personne qui ne connait pas le sens de certains symboles. Plusieurs mythologies sont mêlées (païenne, chrétienne, antique et également la mienne, toujours emplie de scalpels, de radioactivité et de déformations physiques). Texte grandiloquent et hermétique, quasi-illisible, mais novateur, au moins sur la Zone."
134,2004-03-15,Dans mon monde,nihil, Un petit conte trop mignon pour fêter dans la convivialité et l'amicalité la forte concentration de bisounours sur le site ces jours-ci. Je sais que ça leur fait plaisir.
135,2004-03-22,Nostalgie,Kirunaa, Kirunaa réussit le tour de force de tisser une sensation de tristesse infinie à partir d'images pourtant plutôt positives. Une variation sensible sur le thème de la mélancolie nostalgique. Une merveille.
136,2004-06-13,La voix divine : le Messie,Bobby-Joe," Première partie de la rubrique de Bobby-Joe, c'est l'histoire d'un gars tout ce qu'il y a de plus classique qui s'énerve à cause d'un licenciement, et qui fait pas semblant... Ce qui lui vaut de découvrir ce qui peut arriver à ceux qui refusent la normalité et choisissent la rébellion, on va dire ça comme ça. Brutal, speed, choquant et trop court, c'est un super bon texte qui sera completé par quelques add-ons dans la suite de la rubrique."
137,2004-07-17,Digressions fractales (1/4),Lapinchien," Avec la première partie de ce monumental texte, Lapinchien assume : il ne fait pas dans l’artistique, il fait dans la fiction métaphysique. Le problème c’est qu’il assume un peu trop pour nos petits cerveaux, et alterne entre un déluge de considérations scientifiques énoncées sur le mode biblique et une action qui se déroule dans un univers suffisamment hors-normes pour déconcerter n’importe quel lecteur non-drogué. Celui qui s’accroche vraiment peut espérer trouver et comprendre quelques passages jouissifs, les autres laisseront tomber après quelques paragraphes et retourneront lire Oui-Oui en se disant que finalement la simplicité, ça a du bon."
138,2004-03-10,Dernier train,Kirunaa," Ce texte traite d'un sujet complexe, déjà abordé sous tous les angles possibles, la déportation et les camps de concentration. Kirunaa ne prétend pas faire innovant sur le sujet, son texte est brutal, choquant, réaliste. On est bousculé, on comprend rien, on a peur avec la narratrice. Le style est très terre-à-terre, haché, ça finasse pas et ça fait pas dans l'artistique, mais c'est très efficace et ça remet les idées en place. A lire."
139,2004-06-11,Néo-Inquisition 01,nihil," Début de la rubrique Néo-Inquisition, qui sera publiée d'un bloc. Les épisodes n'ont pas d'intérêt séparément, l'ensemble est un gros texte à lire d'affilée. C'est de l'anticipation noire, mystique et médicale, avec des connotations politiques à la 1984 et un coté assez obsessionnel, on se croirait dans un délire de psychotique paranoïaque. On découvre une civilisation basée sur le contrôle mental, et pour qui la conscience est une malédiction."
140,2004-08-11,Néo-Inquisition 03,nihil," Cet épisode n’est pas le plus utile, l'intrigue n'avance pas d'un pouce, mais ça regorge d’idées tordues peu exploitées mises au rebus ici. Après quelques versets psychopathologiques, le narrateur tombe sur un personnage à peu près aussi bizarre que lui. La rubrique commence à se rapprocher d'une espèce d'Odyssée chaotique avec son lot de péripéties douteuses et de rencontres surprenantes. Sauf que là Ulysse a totalement perdu les pédales. Un épisdode de transition, sorte d'entracte dans la rubrique."
141,2004-10-11,Néo-Inquisition 05,nihil," Ca sent la dernière ligne droite. Le narrateur, débarrassé de ses obsessions est rejoint dans sa quête par de nombreux rêveurs, et ils entament ensemble une croisade imbécile et destructrice. Le récit de cet exode donne l'occasion de visiter un peu l'Hôpital-Prison, notamment une maternité, dans une ambiance de fin du monde... Les mystères posés par les premiers épisodes tombent un à un."
142,2004-12-11,Néo-Inquisition 07,nihil," L'épilogue de Néo-Inquisition se dépouille de la confusion et du chaos qui avait pris de l'ampleur dans la série jusqu'ici. Le narrateur est désormais libéré de toutes ses entraves et fait face à son objectif. Episode plus calme, plus clair et plus sombre que le reste de la série, mais pas moins organique ni mystique. Une conclusion froide et laconique, plus proche de l'extinction douloureuse que d'un paroxysme de grandiloquence."
143,2004-11-27,Rêve : au fond de mon âme,Taliesin," Le début c'est de l'onirique typique, étrange et opressant. Mais vouloir être purement réaliste, rester dans le cadre restreint du rêve ne peut qu'aboutir à un texte sans cohérence et donc sans intérêt... Aussi le texte cherche de moins en moins à désorienter et se cristallise autour d'une intrigue plus précise. A partir de là ça monte en puissance jusqu'à une fin terrible."
144,2004-07-12,Les chiens jaunes : le calme,Taliesin," Un gros tas d'images survoltées qui s'enchainent sans forcément chercher à se regrouper autour d'une intrigue nette. Mais on saisit rapidement que c'est pas du simple n'importe quoi écrit au fil de la plume, y a un style et un feeling uniques derrière tout ça. Je suis allergique au surréalisme, mais dans ce cas je me suis laissé emporter par cette tornades d'hallucination cauchemardesques."
145,2005-08-01,A coté de la plaque,Lapinchien," C'est au tour de Lapinchien de se coller à l'édito. Il se montre sous un nouveau jour : un homme avec ses faiblesses, un homme qui doute, un homme à qui on a envie de faire des calins... un homme qui nous encule tous bien profondément..."
146,2005-04-03,Médiums 3/3,Lapinchien," Comme toujours chez Lapinchien, la puissance d'un esprit peux l'amener à découvrir une Vérité ultime ou le pousser dans la folie. Certains passages du début sont très complexes mais l'ensemble se fluidifie peu à peu et s'entrecoupe de scènes purement jouissives. On suit un dialogue interne survolté, distancié de toute forme d'action pour contrebalancer l'épisode deux. Episode sombre, rageur et malsain, zonard au plus haut point."
147,2005-10-03,Sauvez-les tous,Ours Brun," Rien à branler du SIDA, de la famine, de la misère, les journaux télévisés nous enjoignent tous les jours de trouver des solutions pour parer à l'insoutenable drame des enfants qui se noient régulièrement dans des piscines privées. Notre spécialiste en noyade amusante se fend d'un article intéressant pour l'occasion. Du Ours Brun typique : extreme gore terror, cynique, scabreux et totalement inutile. Autant dire que j'adore !"
148,2005-10-08,Ballade de la gnôle de Lisant,Dourak Smerdiakov," Dourak est de retour et enfonce le clou : sa ballade éthylique est étrange, disjonctée, drôle. C'est la réinvention de la chanson paillarde version zonarde, et ça tient largement la route."
149,2005-11-23,Serial edit 5 : lambda,Lapinchien," Lapinchien reprend totalement à son compte le texte d'Aka, change le contexte, le style, l'histoire. Hormis une structure en six points, l'épisode n'a plus rien à voir avec l'Apocalypse qui servait de point de départ à la rubrique. Le style est plus léger et dynamique, ça rend le texte fluide et agréable. Texte excellent, même si Lapinchien a pris beaucoup de libertés, il a écrit un épisode inspiré du précédent au lieu de l'éditer strictement."
150,2005-12-17,Le corps de l'autre,Hervé Devereaux," Devereaux vient d'un autre site, librisme.com, où comme sur la Zone on peut poster des textes. Notre nouvel adhérent y a parodié un texte sentimental et cul-cul d'une autre gonzesse, et s'est fait huer et insulter pour sa performance. Le résultat est pourtant un poème gore et disjoncté de très bon aloi."
151,2005-12-22,Serial edit 8 : le grand soir,Glaüx-le-Chouette," Le pestiféré de mon texte devient ici un clochard alcoolique et strasbourgeois (circonstance aggravante). Du point de vue de la rubrique c'est presque l'edit parfait : il reprend la structure, le principe et même pas mal de phrases de mon texte mais leur donne une dimension nouvelle. Du point de vue du texte, c'est pas mal non plus : loose désespérante, détails glauques, déréliction urbaine et hivernale. C'est très bon."
152,2006-01-15,LEX4,nihil," Notre héros a définitivement sombré dans la folie, et le psychopathologique est un genre bien rôdé sur la Zone. C'est un texte ancien et les principes psychotiques mis en jeu ont déjà été très explorés dans mes textes plus tardifs, au point qu'on pourra trouver celui-ci pas trop original et assez redondant. Mais ça regorge de situations malsaines et de scènes cauchemardesques."
153,2006-02-20,n3rDz 8 : centre névralgique,Lapinchien," Glaüx est le principal artisan de cet épisode et il incarne avec classe et décontraction tous les personnages à la fois. Et il s'y entend en gags débiles le salopard. Le texte est hilarant, vaseux, sans temps morts. Avec notamment une scène de chat en live qui restera à jamais gravée dans les annales de mon cul. L'intrigue avance à la vitesse d'un escargot, mais tout le monde s'en fout."
